date,sheet,age,measure,value
Jan-Mar 2021,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.700647331967382
Apr-Jun 2021,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,8.958556568929351
Jul-Sep 2021,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.904436297327289
Oct-Dec 2021,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.365400224754445
Jan-Mar 2022,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.720332783532388
Apr-Jun 2022,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.688733144667777
Jul-Sep 2022,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.223356965772675
Oct-Dec 2022,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.738073125326688
Jan-Mar 2023,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.58700335489295
Apr-Jun 2023,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.153728993763462
Jul-Sep 2023,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.546006898086567
Oct-Dec 2023,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.029575534449165
Jan-Mar 2024,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.392130774376573
Apr-Jun 2024,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.052278160759112
Jul-Sep 2024,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.220000982828696
Oct-Dec 2024,Women - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.337123074498836
Oct-Dec 2001,Women - SA,Aged 16-17,Young people who were NEET_Total,59.0
Jan-Mar 2002,Women - SA,Aged 16-17,Young people who were NEET_Total,53.0
Apr-Jun 2002,Women - SA,Aged 16-17,Young people who were NEET_Total,62.0
Jul-Sep 2002,Women - SA,Aged 16-17,Young people who were NEET_Total,53.0
Oct-Dec 2002,Women - SA,Aged 16-17,Young people who were NEET_Total,55.0
Jan-Mar 2003,Women - SA,Aged 16-17,Young people who were NEET_Total,50.0
Apr-Jun 2003,Women - SA,Aged 16-17,Young people who were NEET_Total,63.0
Jul-Sep 2003,Women - SA,Aged 16-17,Young people who were NEET_Total,52.0
Oct-Dec 2003,Women - SA,Aged 16-17,Young people who were NEET_Total,47.0
Jan-Mar 2004,Women - SA,Aged 16-17,Young people who were NEET_Total,49.0
Apr-Jun 2004,Women - SA,Aged 16-17,Young people who were NEET_Total,58.0
Jul-Sep 2004,Women - SA,Aged 16-17,Young people who were NEET_Total,59.0
Oct-Dec 2004,Women - SA,Aged 16-17,Young people who were NEET_Total,61.0
Jan-Mar 2005,Women - SA,Aged 16-17,Young people who were NEET_Total,62.0
Apr-Jun 2005,Women - SA,Aged 16-17,Young people who were NEET_Total,57.0
Jul-Sep 2005,Women - SA,Aged 16-17,Young people who were NEET_Total,48.0
Oct-Dec 2005,Women - SA,Aged 16-17,Young people who were NEET_Total,53.0
Jan-Mar 2006,Women - SA,Aged 16-17,Young people who were NEET_Total,49.0
Apr-Jun 2006,Women - SA,Aged 16-17,Young people who were NEET_Total,55.0
Jul-Sep 2006,Women - SA,Aged 16-17,Young people who were NEET_Total,57.0
Oct-Dec 2006,Women - SA,Aged 16-17,Young people who were NEET_Total,52.0
Jan-Mar 2007,Women - SA,Aged 16-17,Young people who were NEET_Total,52.0
Apr-Jun 2007,Women - SA,Aged 16-17,Young people who were NEET_Total,51.0
Jul-Sep 2007,Women - SA,Aged 16-17,Young people who were NEET_Total,59.0
Oct-Dec 2007,Women - SA,Aged 16-17,Young people who were NEET_Total,49.0
Jan-Mar 2008,Women - SA,Aged 16-17,Young people who were NEET_Total,48.0
Apr-Jun 2008,Women - SA,Aged 16-17,Young people who were NEET_Total,51.0
Jul-Sep 2008,Women - SA,Aged 16-17,Young people who were NEET_Total,53.0
Oct-Dec 2008,Women - SA,Aged 16-17,Young people who were NEET_Total,48.0
Jan-Mar 2009,Women - SA,Aged 16-17,Young people who were NEET_Total,52.0
Apr-Jun 2009,Women - SA,Aged 16-17,Young people who were NEET_Total,52.0
Jul-Sep 2009,Women - SA,Aged 16-17,Young people who were NEET_Total,40.0
Oct-Dec 2009,Women - SA,Aged 16-17,Young people who were NEET_Total,41.0
Jan-Mar 2010,Women - SA,Aged 16-17,Young people who were NEET_Total,39.0
Apr-Jun 2010,Women - SA,Aged 16-17,Young people who were NEET_Total,35.0
Jul-Sep 2010,Women - SA,Aged 16-17,Young people who were NEET_Total,37.0
Oct-Dec 2010,Women - SA,Aged 16-17,Young people who were NEET_Total,39.0
Jan-Mar 2011,Women - SA,Aged 16-17,Young people who were NEET_Total,35.0
Apr-Jun 2011,Women - SA,Aged 16-17,Young people who were NEET_Total,32.0
Jul-Sep 2011,Women - SA,Aged 16-17,Young people who were NEET_Total,39.0
Oct-Dec 2011,Women - SA,Aged 16-17,Young people who were NEET_Total,38.0
Jan-Mar 2012,Women - SA,Aged 16-17,Young people who were NEET_Total,41.0
Apr-Jun 2012,Women - SA,Aged 16-17,Young people who were NEET_Total,35.0
Jul-Sep 2012,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2012,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Jan-Mar 2013,Women - SA,Aged 16-17,Young people who were NEET_Total,34.0
Apr-Jun 2013,Women - SA,Aged 16-17,Young people who were NEET_Total,33.0
Jul-Sep 2013,Women - SA,Aged 16-17,Young people who were NEET_Total,28.0
Oct-Dec 2013,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Jan-Mar 2014,Women - SA,Aged 16-17,Young people who were NEET_Total,25.0
Apr-Jun 2014,Women - SA,Aged 16-17,Young people who were NEET_Total,32.0
Jul-Sep 2014,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2014,Women - SA,Aged 16-17,Young people who were NEET_Total,34.0
Jan-Mar 2015,Women - SA,Aged 16-17,Young people who were NEET_Total,23.0
Apr-Jun 2015,Women - SA,Aged 16-17,Young people who were NEET_Total,21.0
Jul-Sep 2015,Women - SA,Aged 16-17,Young people who were NEET_Total,22.0
Oct-Dec 2015,Women - SA,Aged 16-17,Young people who were NEET_Total,18.0
Jan-Mar 2016,Women - SA,Aged 16-17,Young people who were NEET_Total,24.0
Apr-Jun 2016,Women - SA,Aged 16-17,Young people who were NEET_Total,30.0
Jul-Sep 2016,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2016,Women - SA,Aged 16-17,Young people who were NEET_Total,26.0
Jan-Mar 2017,Women - SA,Aged 16-17,Young people who were NEET_Total,30.0
Apr-Jun 2017,Women - SA,Aged 16-17,Young people who were NEET_Total,28.0
Jul-Sep 2017,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2017,Women - SA,Aged 16-17,Young people who were NEET_Total,29.0
Jan-Mar 2018,Women - SA,Aged 16-17,Young people who were NEET_Total,25.0
Apr-Jun 2018,Women - SA,Aged 16-17,Young people who were NEET_Total,21.0
Jul-Sep 2018,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2018,Women - SA,Aged 16-17,Young people who were NEET_Total,34.0
Jan-Mar 2019,Women - SA,Aged 16-17,Young people who were NEET_Total,19.0
Apr-Jun 2019,Women - SA,Aged 16-17,Young people who were NEET_Total,21.0
Jul-Sep 2019,Women - SA,Aged 16-17,Young people who were NEET_Total,27.0
Oct-Dec 2019,Women - SA,Aged 16-17,Young people who were NEET_Total,22.0
Jan-Mar 2020,Women - SA,Aged 16-17,Young people who were NEET_Total,26.0
Apr-Jun 2020,Women - SA,Aged 16-17,Young people who were NEET_Total,21.0
Jul-Sep 2020,Women - SA,Aged 16-17,Young people who were NEET_Total,25.0
Oct-Dec 2020,Women - SA,Aged 16-17,Young people who were NEET_Total,22.0
Jan-Mar 2021,Women - SA,Aged 16-17,Young people who were NEET_Total,26.0
Apr-Jun 2021,Women - SA,Aged 16-17,Young people who were NEET_Total,26.0
Jul-Sep 2021,Women - SA,Aged 16-17,Young people who were NEET_Total,18.0
Oct-Dec 2021,Women - SA,Aged 16-17,Young people who were NEET_Total,22.0
Jan-Mar 2022,Women - SA,Aged 16-17,Young people who were NEET_Total,20.0
Apr-Jun 2022,Women - SA,Aged 16-17,Young people who were NEET_Total,13.0
Jul-Sep 2022,Women - SA,Aged 16-17,Young people who were NEET_Total,23.0
Oct-Dec 2022,Women - SA,Aged 16-17,Young people who were NEET_Total,30.0
Jan-Mar 2023,Women - SA,Aged 16-17,Young people who were NEET_Total,28.0
Apr-Jun 2023,Women - SA,Aged 16-17,Young people who were NEET_Total,37.0
Jul-Sep 2023,Women - SA,Aged 16-17,Young people who were NEET_Total,30.0
Oct-Dec 2023,Women - SA,Aged 16-17,Young people who were NEET_Total,26.0
Jan-Mar 2024,Women - SA,Aged 16-17,Young people who were NEET_Total,32.0
Apr-Jun 2024,Women - SA,Aged 16-17,Young people who were NEET_Total,22.0
Jul-Sep 2024,Women - SA,Aged 16-17,Young people who were NEET_Total,23.0
Oct-Dec 2024,Women - SA,Aged 16-17,Young people who were NEET_Total,34.0
Oct-Dec 2001,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,32.0
Jan-Mar 2002,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Apr-Jun 2002,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,27.0
Jul-Sep 2002,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,30.0
Oct-Dec 2002,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,33.0
Jan-Mar 2003,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Apr-Jun 2003,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,34.0
Jul-Sep 2003,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Oct-Dec 2003,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Jan-Mar 2004,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Apr-Jun 2004,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,27.0
Jul-Sep 2004,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,30.0
Oct-Dec 2004,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,34.0
Jan-Mar 2005,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,31.0
Apr-Jun 2005,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Jul-Sep 2005,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,21.0
Oct-Dec 2005,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Jan-Mar 2006,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Apr-Jun 2006,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Jul-Sep 2006,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,29.0
Oct-Dec 2006,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Jan-Mar 2007,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,25.0
Apr-Jun 2007,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Jul-Sep 2007,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,28.0
Oct-Dec 2007,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Jan-Mar 2008,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,22.0
Apr-Jun 2008,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,29.0
Jul-Sep 2008,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Oct-Dec 2008,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,26.0
Jan-Mar 2009,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,24.0
Apr-Jun 2009,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Jul-Sep 2009,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Oct-Dec 2009,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Jan-Mar 2010,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,21.0
Apr-Jun 2010,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Jul-Sep 2010,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,18.0
Oct-Dec 2010,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Jan-Mar 2011,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Apr-Jun 2011,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Jul-Sep 2011,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,22.0
Oct-Dec 2011,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,19.0
Jan-Mar 2012,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,23.0
Apr-Jun 2012,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,20.0
Jul-Sep 2012,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2012,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Jan-Mar 2013,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Apr-Jun 2013,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Jul-Sep 2013,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2013,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,13.0
Jan-Mar 2014,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Apr-Jun 2014,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Jul-Sep 2014,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,15.0
Oct-Dec 2014,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Jan-Mar 2015,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Apr-Jun 2015,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jul-Sep 2015,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Oct-Dec 2015,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,6.0
Jan-Mar 2016,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Apr-Jun 2016,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Jul-Sep 2016,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Oct-Dec 2016,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jan-Mar 2017,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Apr-Jun 2017,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jul-Sep 2017,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Oct-Dec 2017,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,14.0
Jan-Mar 2018,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Apr-Jun 2018,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,6.0
Jul-Sep 2018,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,
Oct-Dec 2018,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Jan-Mar 2019,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,5.0
Apr-Jun 2019,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jul-Sep 2019,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Oct-Dec 2019,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,7.0
Jan-Mar 2020,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Apr-Jun 2020,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jul-Sep 2020,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Oct-Dec 2020,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,5.0
Jan-Mar 2021,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,6.0
Apr-Jun 2021,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,7.0
Jul-Sep 2021,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,
Oct-Dec 2021,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Jan-Mar 2022,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,
Apr-Jun 2022,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,6.0
Jul-Sep 2022,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Oct-Dec 2022,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jan-Mar 2023,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,8.0
Apr-Jun 2023,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,9.0
Jul-Sep 2023,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,
Oct-Dec 2023,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,12.0
Jan-Mar 2024,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,17.0
Apr-Jun 2024,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,10.0
Jul-Sep 2024,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,11.0
Oct-Dec 2024,Women - SA,Aged 16-17,Young people who were NEET_Unemployed,16.0
Oct-Dec 2001,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Jan-Mar 2002,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,29.0
Apr-Jun 2002,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,35.0
Jul-Sep 2002,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Oct-Dec 2002,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2003,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Apr-Jun 2003,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,29.0
Jul-Sep 2003,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Oct-Dec 2003,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Jan-Mar 2004,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Apr-Jun 2004,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Jul-Sep 2004,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,29.0
Oct-Dec 2004,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Jan-Mar 2005,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Apr-Jun 2005,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Jul-Sep 2005,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Oct-Dec 2005,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Jan-Mar 2006,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Apr-Jun 2006,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Jul-Sep 2006,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2006,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Jan-Mar 2007,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Apr-Jun 2007,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Jul-Sep 2007,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,31.0
Oct-Dec 2007,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Jan-Mar 2008,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,26.0
Apr-Jun 2008,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Jul-Sep 2008,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,27.0
Oct-Dec 2008,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2009,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Apr-Jun 2009,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Jul-Sep 2009,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Oct-Dec 2009,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,22.0
Jan-Mar 2010,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Apr-Jun 2010,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jul-Sep 2010,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,20.0
Oct-Dec 2010,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Jan-Mar 2011,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Apr-Jun 2011,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Jul-Sep 2011,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Oct-Dec 2011,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jan-Mar 2012,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Apr-Jun 2012,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jul-Sep 2012,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Oct-Dec 2012,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2013,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Apr-Jun 2013,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2013,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Oct-Dec 2013,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Jan-Mar 2014,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Apr-Jun 2014,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Jul-Sep 2014,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Oct-Dec 2014,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Jan-Mar 2015,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Apr-Jun 2015,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Jul-Sep 2015,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Oct-Dec 2015,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Jan-Mar 2016,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Apr-Jun 2016,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2016,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Oct-Dec 2016,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Jan-Mar 2017,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Apr-Jun 2017,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,19.0
Jul-Sep 2017,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Oct-Dec 2017,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2018,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Apr-Jun 2018,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jul-Sep 2018,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,24.0
Oct-Dec 2018,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,23.0
Jan-Mar 2019,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Apr-Jun 2019,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,13.0
Jul-Sep 2019,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Oct-Dec 2019,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2020,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Apr-Jun 2020,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Jul-Sep 2020,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Oct-Dec 2020,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Jan-Mar 2021,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,20.0
Apr-Jun 2021,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Jul-Sep 2021,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Oct-Dec 2021,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Jan-Mar 2022,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,17.0
Apr-Jun 2022,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,7.0
Jul-Sep 2022,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,15.0
Oct-Dec 2022,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Jan-Mar 2023,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,21.0
Apr-Jun 2023,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Jul-Sep 2023,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,28.0
Oct-Dec 2023,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,14.0
Jan-Mar 2024,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,16.0
Apr-Jun 2024,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Jul-Sep 2024,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,12.0
Oct-Dec 2024,Women - SA,Aged 16-17,Young people who were NEET_Economically inactive,18.0
Oct-Dec 2001,Women - SA,Aged 16-17,Total people in relevant population group,727.0
Jan-Mar 2002,Women - SA,Aged 16-17,Total people in relevant population group,730.0
Apr-Jun 2002,Women - SA,Aged 16-17,Total people in relevant population group,733.0
Jul-Sep 2002,Women - SA,Aged 16-17,Total people in relevant population group,735.0
Oct-Dec 2002,Women - SA,Aged 16-17,Total people in relevant population group,737.0
Jan-Mar 2003,Women - SA,Aged 16-17,Total people in relevant population group,739.0
Apr-Jun 2003,Women - SA,Aged 16-17,Total people in relevant population group,741.0
Jul-Sep 2003,Women - SA,Aged 16-17,Total people in relevant population group,744.0
Oct-Dec 2003,Women - SA,Aged 16-17,Total people in relevant population group,748.0
Jan-Mar 2004,Women - SA,Aged 16-17,Total people in relevant population group,752.0
Apr-Jun 2004,Women - SA,Aged 16-17,Total people in relevant population group,756.0
Jul-Sep 2004,Women - SA,Aged 16-17,Total people in relevant population group,758.0
Oct-Dec 2004,Women - SA,Aged 16-17,Total people in relevant population group,759.0
Jan-Mar 2005,Women - SA,Aged 16-17,Total people in relevant population group,760.0
Apr-Jun 2005,Women - SA,Aged 16-17,Total people in relevant population group,762.0
Jul-Sep 2005,Women - SA,Aged 16-17,Total people in relevant population group,761.0
Oct-Dec 2005,Women - SA,Aged 16-17,Total people in relevant population group,759.0
Jan-Mar 2006,Women - SA,Aged 16-17,Total people in relevant population group,757.0
Apr-Jun 2006,Women - SA,Aged 16-17,Total people in relevant population group,756.0
Jul-Sep 2006,Women - SA,Aged 16-17,Total people in relevant population group,757.0
Oct-Dec 2006,Women - SA,Aged 16-17,Total people in relevant population group,761.0
Jan-Mar 2007,Women - SA,Aged 16-17,Total people in relevant population group,764.0
Apr-Jun 2007,Women - SA,Aged 16-17,Total people in relevant population group,767.0
Jul-Sep 2007,Women - SA,Aged 16-17,Total people in relevant population group,770.0
Oct-Dec 2007,Women - SA,Aged 16-17,Total people in relevant population group,773.0
Jan-Mar 2008,Women - SA,Aged 16-17,Total people in relevant population group,776.0
Apr-Jun 2008,Women - SA,Aged 16-17,Total people in relevant population group,779.0
