REF_AREA,STRUCTURE_NAME,MEASURE,UNIT_MEASURE,FREQUENCY,TIME_PERIOD,OBS_VALUE
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,11.3
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,4.07
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,1.96
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,1.47
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,15.95
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,2.19
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,11.27
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,4.47
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,2.44
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,2.03
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,15.7
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,2.52
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,11.66
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,4.72
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,2.82
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,2.33
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,16.19
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,2.6
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,11.73
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,4.99
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,2.94
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,2.38
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,16.11
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,2.78
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,11.71
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,5.23
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,3.25
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,2.48
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,15.98
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,2.91
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,12.14
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,5.52
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,3.46
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,2.54
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,16.55
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,3.17
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,12.67
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,5.82
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,3.63
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,2.87
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,17.22
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,3.5
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,12.79
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,6.03
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,3.92
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,3.21
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,17.34
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,3.85
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,13.16
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,6.23
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,4.39
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,3.48
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,17.89
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,3.77
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,13.46
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,6.49
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,4.24
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,3.45
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,18.23
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,3.95
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,13.36
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,6.6
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,4.53
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,3.55
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,18.06
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,4.17
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,13.66
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,7.03
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,4.69
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,3.81
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,18.36
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,4.44
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,13.7
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,7.17
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,4.92
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,4.11
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,18.34
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,4.47
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,14.22
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,7.44
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,4.95
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,4.13
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2013,19.04
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,4.7
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,14.17
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,7.62
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,5.14
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,4.38
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2014,18.86
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,7.27
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,13.77
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,7.53
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,7.9
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,6.87
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2015,17.75
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,7.7
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,13.44
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,7.72
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,9.26
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,6.7
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2016,17.1
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,7.72
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,13.32
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,7.87
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,9.27
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,6.74
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2017,16.8
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,7.5
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,13.6
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,8.28
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,8.78
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,6.68
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2018,17.01
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,7.52
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,13.53
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,8.34
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,8.75
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,6.73
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2019,16.87
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,7.4
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,13.54
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,8.4
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,8.39
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,6.75
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2020,16.92
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,7.43
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,13.49
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,8.6
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,8.46
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,6.75
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2021,16.75
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,7.09
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,14.02
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,9.08
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,8.16
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,6.38
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2022,17.33
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,6.82
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,13.79
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,9
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,7.47
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,6.38
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2023,17.04
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,6.31
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,7.34
NOR,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,6.73
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,8.81
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,16.91
NOR,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2024,13.61
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,13.27024441
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,16.428614977
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,11.171783523
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,13.120556213
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,17.584520658
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,10.15995798
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,12.284047012
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,14.462588118
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,10.799457972
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,11.738559021
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,14.617562743
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,9.7493990277
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,12.229128629
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,14.247623972
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,10.797321537
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,13.629825482
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,16.169754148
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,11.857946598
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,13.222360097
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,15.817739396
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,11.413705306
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,13.162006989
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,16.160151029
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,11.117520087
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,12.439298719
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,15.633641547
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,10.213291742
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,14.612236054
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,17.288007595
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,12.701322092
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,13.440920081
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,15.967162065
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,11.662316786
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,12.534180769
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,15.260420385
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,10.550479408
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,12.873243589
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,14.990457431
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,11.331328654
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,12.721853735
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,14.152681494
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,11.657385319
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,13.693474619
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,15.984052577
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,12.032638483
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,13.555300338
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,15.034847565
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,12.477607319
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,14.080305906
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,15.22314296
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,13.257779272
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,13.86467017
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,15.95590355
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2014,12.348250043
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,13.890629455
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,15.388009837
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2015,12.833693106
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,11.188210037
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,13.239641828
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2016,9.643301697
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,12.091596483
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,14.172161694
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2017,10.533092405
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,8.5045585676
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,9.0449894667
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2018,8.0897323486
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,6.36
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,7.85
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2019,7.01
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,7.4600881486
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,8.26
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2020,9.3
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,1.8
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,1.4
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2021,1.6
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,2.7014247392
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,2.3496416887
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2022,2.9771562709
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,3.4328901284
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,3.5772519908
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2023,3.3193181153
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,1.51
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,1.43
NZL,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2024,1.34
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,23.011446874569
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,15.6337795231214
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1995,11.6530370917103
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,14.7645526332591
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,25.6672140519364
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1995,21.8952937190182
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,15.6946672730237
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,22.9827394247267
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1996,11.7210418440341
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,14.8097839804215
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,25.6608171816263
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1996,21.9078708787713
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,16.0687927148696
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,22.7020779045009
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1997,11.7858430929784
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,14.7602298274864
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,25.5922769122697
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1997,21.9985136025826
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,16.1101997745019
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,22.7461060400012
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1998,11.8205393257214
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,14.9502958740727
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,25.7951103403454
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1998,22.181965027713
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,16.14645391524
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,22.5439867057652
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,1999,11.9072257517296
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1999,15.0494131380403
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1999,25.8434075875954
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,1999,22.2425784901367
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,16.1679155340086
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,22.4569127939834
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2000,12.0428418070702
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,15.0980142000091
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,25.6752441215727
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2000,22.1612846951478
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,16.0042552437134
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,22.3960231294569
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2001,11.9537635998429
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,14.8924972619174
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,26.0851312482539
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2001,22.2324565034847
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,16.1342530351035
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,22.2528413023622
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2002,12.1969156213689
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,15.0516085761801
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,25.8601256708461
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2002,22.1590831933103
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,16.1108732403757
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,21.9824792392914
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2003,12.1972477529454
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,15.1373843351439
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,25.982531940312
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2003,22.1681076935269
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,15.9202040885963
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,21.7919263251469
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2004,12.0527595853102
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,15.3669130029166
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,26.0061968602691
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2004,22.1690272333329
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,16.0369775088846
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,21.7001593819309
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2005,12.1624277283147
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,15.4672748081726
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,25.9832035231042
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2005,22.1081280017558
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,16.1752163808758
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,21.5337997892
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2006,12.4159011359364
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,15.9652752737625
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,26.2096400224833
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2006,22.287613791688
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,16.0422899982474
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,21.3089537276559
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2007,12.2324823817423
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,16.4200598980672
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,26.1762733907304
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2007,22.3626423530115
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,15.6038592445931
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,20.819574594682
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2008,11.7834087876495
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,16.4163092385344
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,26.1341399741164
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2008,22.3186638247857
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,15.3391159406079
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,20.1374982262953
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2009,11.6673263687559
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,16.8663111151899
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,26.2336279044718
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2009,22.4641518163955
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,15.3600762455157
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,20.0500763264134
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2010,11.7979615149165
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,17.1096839526716
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,26.095385174501
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2010,22.4356153882665
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,15.2814362998928
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,20.2366647341528
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2011,11.7210790562447
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,17.0052070341264
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,26.0535942701628
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2011,22.3947102883907
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,15.0815138429255
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,20.0932416558492
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2012,11.5275207499592
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,16.9108616544992
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,25.9340277529459
OECD,Incidence of low and high pay,HP_I,PT_EMP_FT,A,2012,22.2724675551964
OECD,Incidence of low and high pay,LP_I,PT_EMP_FT,A,2013,14.8996474121218
